,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
251,Have Mercy On The Criminal - Remastered 2017,Jewel Box,2020-11-13,12,1MwObl966aYVYtGnUHVJSL,spotify:track:1MwObl966aYVYtGnUHVJSL,0.12,0.464,0.517,0.00397,0.0849,-8.476,0.033,116.21,0.497,17,356240
252,Blues My Baby And Me - Remastered 2017,Jewel Box,2020-11-13,13,2f9AkiN6aSK5oOCKLj0e4x,spotify:track:2f9AkiN6aSK5oOCKLj0e4x,0.351,0.573,0.536,3.16e-05,0.148,-10.51,0.0333,135.346,0.603,14,340480
253,My Quicksand,Jewel Box,2020-11-13,14,256UqfW8jdsStRYJEA6W6Q,spotify:track:256UqfW8jdsStRYJEA6W6Q,0.799,0.483,0.278,0.13,0.118,-13.628,0.0348,136.87,0.1,13,287613
254,Street Kids - Remastered 2017,Jewel Box,2020-11-13,15,5FCgt3rMZXAuNh1PVfcHKi,spotify:track:5FCgt3rMZXAuNh1PVfcHKi,0.055,0.501,0.914,0.00177,0.192,-9.156,0.0461,94.965,0.702,15,385120
255,Come Back Baby,Jewel Box,2020-11-13,1,1ZtI7KgIjR2v0Qg57WDk2L,spotify:track:1ZtI7KgIjR2v0Qg57WDk2L,0.3,0.605,0.502,0.000584,0.0642,-11.291,0.0301,121.831,0.373,13,168240
256,Mr. Frantic,Jewel Box,2020-11-13,2,0ybPAKQPZ7i3YJPrLJ1KKp,spotify:track:0ybPAKQPZ7i3YJPrLJ1KKp,0.135,0.531,0.595,0.0,0.229,-10.381,0.0355,127.476,0.783,24,143586
257,A Dandelion Dies In The Wind - Piano Demo,Jewel Box,2020-11-13,3,1qYoIFD8Eo5NHjCuqJ1IC4,spotify:track:1qYoIFD8Eo5NHjCuqJ1IC4,0.919,0.466,0.254,5.06e-06,0.105,-14.689,0.0312,108.483,0.295,14,158840
258,Velvet Fountain - Piano Demo,Jewel Box,2020-11-13,4,7Kc3KOzvQJSXNYhKF9r395,spotify:track:7Kc3KOzvQJSXNYhKF9r395,0.946,0.409,0.238,0.236,0.245,-15.168,0.0305,104.506,0.333,14,175520
259,A Little Love Goes A Long Way - Piano Demo,Jewel Box,2020-11-13,5,1X1M4nXPnMgeLIwbC41OAO,spotify:track:1X1M4nXPnMgeLIwbC41OAO,0.964,0.395,0.286,0.251,0.0824,-14.388,0.0253,100.956,0.382,13,180306
260,If You Could See Me Now - Piano Demo,Jewel Box,2020-11-13,6,2eUP9Gj6ekYvOaEbXKV04y,spotify:track:2eUP9Gj6ekYvOaEbXKV04y,0.907,0.433,0.32,0.000752,0.217,-13.642,0.0308,106.434,0.467,14,217066
261,Mr. Lightning Strikerman - Piano Demo,Jewel Box,2020-11-13,7,6PUZChImBdmSFeyZLc8A8f,spotify:track:6PUZChImBdmSFeyZLc8A8f,0.917,0.618,0.322,0.0713,0.216,-16.223,0.0328,129.542,0.796,13,186880
262,Countryside Love Affair - Piano Demo,Jewel Box,2020-11-13,8,7mp3HEnhNfLAla1KWtEKx9,spotify:track:7mp3HEnhNfLAla1KWtEKx9,0.979,0.339,0.25,0.868,0.162,-15.614,0.0361,181.11,0.242,13,171026
263,I Could Never Fall In Love With Anybody Else - Piano Demo,Jewel Box,2020-11-13,9,2EKQM5zXN10TsPhvioZnXc,spotify:track:2EKQM5zXN10TsPhvioZnXc,0.923,0.607,0.328,0.223,0.357,-12.853,0.0294,130.504,0.434,14,123800
264,I Get A Little Bit Lonely - Piano Demo,Jewel Box,2020-11-13,10,6zpWTZwDDgmnIiaL50VhGJ,spotify:track:6zpWTZwDDgmnIiaL50VhGJ,0.799,0.582,0.338,5.33e-05,0.18,-12.565,0.0406,167.809,0.632,13,140453
265,The Witch's House - Piano Demo,Jewel Box,2020-11-13,11,6P8pIfdyIynd6WuLAEBvGX,spotify:track:6P8pIfdyIynd6WuLAEBvGX,0.951,0.589,0.324,0.468,0.285,-12.411,0.0274,136.118,0.547,14,125546
266,Get Out Of This Town - Piano/Tambourine Demo,Jewel Box,2020-11-13,12,75PEcEUGVEm5VdhLzegHBL,spotify:track:75PEcEUGVEm5VdhLzegHBL,0.817,0.497,0.462,7.72e-05,0.241,-12.474,0.0303,147.497,0.699,13,154253
267,Year Of The Teddy Bear - Piano Demo,Jewel Box,2020-11-13,13,2vxqC5VO9Rc1IePAwz6g8s,spotify:track:2vxqC5VO9Rc1IePAwz6g8s,0.88,0.544,0.423,0.713,0.354,-10.73,0.0282,114.785,0.549,13,219373
268,Daniel - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,1,2Wm0eEEFlxx8nGB4QdT1VV,spotify:track:2Wm0eEEFlxx8nGB4QdT1VV,0.951,0.488,0.425,0.0752,0.959,-15.716,0.0441,139.31,0.424,26,236573
269,Skyline Pigeon - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,2,7ei3kVJndwB4G4V56t2f7l,spotify:track:7ei3kVJndwB4G4V56t2f7l,0.943,0.437,0.41,0.0627,0.819,-13.994,0.119,70.703,0.431,25,242546
270,Take Me To The Pilot - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,3,40PCm3TG21w96tOWDr2TNr,spotify:track:40PCm3TG21w96tOWDr2TNr,0.944,0.4,0.435,0.248,0.95,-11.892,0.0398,92.624,0.208,22,410640
271,Rocket Man - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,4,5QsX5E5G8V0v5e3bKZHJuW,spotify:track:5QsX5E5G8V0v5e3bKZHJuW,0.969,0.324,0.307,0.713,0.711,-14.801,0.0432,143.151,0.162,26,453172
272,Don't Let The Sun Go Down On Me - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,5,0mkikbv3LQNTOuQuwuxNIs,spotify:track:0mkikbv3LQNTOuQuwuxNIs,0.933,0.454,0.469,0.04,0.714,-12.022,0.0431,73.43,0.268,29,336080
273,Goodbye Yellow Brick Road - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,6,1CIdTjfRGWlaOpyaJhbDRD,spotify:track:1CIdTjfRGWlaOpyaJhbDRD,0.951,0.381,0.545,0.118,0.702,-13.404,0.128,138.618,0.569,27,184093
274,Candle In The Wind - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,7,3GGNKMKVvDDvDWCuamX0aF,spotify:track:3GGNKMKVvDDvDWCuamX0aF,0.968,0.422,0.277,0.028,0.768,-15.369,0.0394,136.237,0.4,24,214013
275,I Heard It Through The Grapevine - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,8,2epzCYUED91uZh1UFaKbqH,spotify:track:2epzCYUED91uZh1UFaKbqH,0.879,0.332,0.683,0.863,0.69,-10.217,0.039,157.036,0.429,22,710186
276,Funeral For A Friend - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,9,6Ee7V9w6ktkwa3en32lpae,spotify:track:6Ee7V9w6ktkwa3en32lpae,0.757,0.382,0.41,0.791,0.274,-14.06,0.0294,76.205,0.108,21,177131
277,Tonight - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,10,2atUKv3IkyTlMeNfKpnZqF,spotify:track:2atUKv3IkyTlMeNfKpnZqF,0.935,0.313,0.529,0.16,0.731,-17.02,0.0604,148.673,0.228,19,461494
278,Better Off Dead - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,11,0GHpBJ8T3BqmouuEdHYIaV,spotify:track:0GHpBJ8T3BqmouuEdHYIaV,0.831,0.405,0.738,0.63,0.722,-12.711,0.109,152.236,0.744,17,178880
279,Bennie And The Jets - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,12,7eQOXigMsgl08iEde4dUst,spotify:track:7eQOXigMsgl08iEde4dUst,0.805,0.344,0.491,0.0194,0.909,-12.946,0.0708,79.123,0.36,22,751613
280,Sorry Seems To Be The Hardest Word - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,13,3IpgGfyVcLMhKGFI093bih,spotify:track:3IpgGfyVcLMhKGFI093bih,0.965,0.4,0.255,0.0512,0.94,-17.388,0.0424,69.259,0.196,22,213493
281,Crazy Water - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,14,3B1UviHB9DDUjDzTctUY8H,spotify:track:3B1UviHB9DDUjDzTctUY8H,0.826,0.366,0.854,0.0412,0.723,-11.685,0.444,81.398,0.498,16,478191
282,Saturday Night's Alright (For Fighting) / Pinball Wizard - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,15,6qLxA4vbyEyCayy9NoqHrV,spotify:track:6qLxA4vbyEyCayy9NoqHrV,0.857,0.239,0.824,0.262,0.389,-9.648,0.166,83.088,0.475,21,611448
283,Crocodile Rock / Get Back / Back In The U.S.S.R. - Live From Moscow / 1979,Live From Moscow (Live From Moscow / 1979),2020-01-24,16,0AjSaEgoksDhsS6NIywm4G,spotify:track:0AjSaEgoksDhsS6NIywm4G,0.872,0.298,0.806,0.694,0.883,-7.274,0.0637,80.474,0.393,20,210514
284,Hoofdstuk 1 - Ik,Ik (Onverkort),2019-11-08,1,6HkJ1iaORKx8YZBWFWT316,spotify:track:6HkJ1iaORKx8YZBWFWT316,0.721,0.695,0.299,0.0,0.162,-17.257,0.945,135.241,0.503,1,178207
285,Hoofdstuk 2 - Ik,Ik (Onverkort),2019-11-08,2,70z0Iy146vZBZdn1ngFkA4,spotify:track:70z0Iy146vZBZdn1ngFkA4,0.797,0.682,0.308,0.0,0.176,-17.804,0.95,91.772,0.639,0,177039
286,Hoofdstuk 3 - Ik,Ik (Onverkort),2019-11-08,3,3q0nti6vtkzKPKEzqScBO3,spotify:track:3q0nti6vtkzKPKEzqScBO3,0.766,0.724,0.288,3.11e-06,0.269,-17.81,0.95,83.168,0.645,0,174254
287,Hoofdstuk 4 - Ik,Ik (Onverkort),2019-11-08,4,553MyGksGI6ybqrWqNfjOs,spotify:track:553MyGksGI6ybqrWqNfjOs,0.746,0.634,0.272,0.0,0.162,-18.412,0.954,164.782,0.577,0,171165
288,Hoofdstuk 5 - Ik,Ik (Onverkort),2019-11-08,5,3WCzuu0JFB3Zb7HWZJslL3,spotify:track:3WCzuu0JFB3Zb7HWZJslL3,0.738,0.735,0.221,1.21e-06,0.139,-18.295,0.939,95.308,0.48,0,170806
289,Hoofdstuk 6 - Ik,Ik (Onverkort),2019-11-08,6,2DLUjf4mf67RUgxYdXWjNM,spotify:track:2DLUjf4mf67RUgxYdXWjNM,0.704,0.718,0.264,0.0,0.236,-18.7,0.927,121.274,0.328,0,173374
290,Hoofdstuk 7 - Ik,Ik (Onverkort),2019-11-08,7,768cVN1Fudd7zMbE0Sz3mX,spotify:track:768cVN1Fudd7zMbE0Sz3mX,0.743,0.63,0.279,2.75e-06,0.127,-18.781,0.954,166.067,0.602,0,171793
291,Hoofdstuk 8 - Ik,Ik (Onverkort),2019-11-08,8,6goBpYHWwd2mtEBsDT856g,spotify:track:6goBpYHWwd2mtEBsDT856g,0.73,0.695,0.255,0.0,0.256,-18.497,0.95,105.06,0.624,0,171455
292,Hoofdstuk 9 - Ik,Ik (Onverkort),2019-11-08,9,2L4f990zqxeKbuxSQWw78v,spotify:track:2L4f990zqxeKbuxSQWw78v,0.79,0.693,0.267,7.35e-06,0.141,-19.571,0.944,103.725,0.602,0,173754
293,Hoofdstuk 10 - Ik,Ik (Onverkort),2019-11-08,10,5mI2X3lgYdYTF9OutrIuXZ,spotify:track:5mI2X3lgYdYTF9OutrIuXZ,0.787,0.716,0.234,2.44e-06,0.123,-19.331,0.941,123.285,0.577,0,173789
294,Hoofdstuk 11 - Ik,Ik (Onverkort),2019-11-08,11,6fAyQg99tTnkQ1ME7ghJgy,spotify:track:6fAyQg99tTnkQ1ME7ghJgy,0.74,0.718,0.274,6.49e-06,0.158,-19.582,0.939,115.811,0.599,0,175740
295,Hoofdstuk 12 - Ik,Ik (Onverkort),2019-11-08,12,3rhdDljlKRreH77hGzx5sT,spotify:track:3rhdDljlKRreH77hGzx5sT,0.704,0.714,0.249,1.69e-06,0.117,-19.556,0.947,118.379,0.525,0,176578
296,Hoofdstuk 13 - Ik,Ik (Onverkort),2019-11-08,13,3ZhvRkVEkEKIaD0kude7bo,spotify:track:3ZhvRkVEkEKIaD0kude7bo,0.725,0.748,0.276,9.07e-06,0.129,-19.227,0.946,83.388,0.616,0,175288
297,Hoofdstuk 14 - Ik,Ik (Onverkort),2019-11-08,14,5goTnIjObSCoJ47oba5DMO,spotify:track:5goTnIjObSCoJ47oba5DMO,0.623,0.71,0.285,0.0,0.266,-18.498,0.921,108.258,0.667,0,171861
298,Hoofdstuk 15 - Ik,Ik (Onverkort),2019-11-08,15,2mi16tkRO3WWVLUjzafWE6,spotify:track:2mi16tkRO3WWVLUjzafWE6,0.649,0.636,0.25,0.0,0.135,-18.665,0.955,85.128,0.684,0,175444
299,Hoofdstuk 16 - Ik,Ik (Onverkort),2019-11-08,16,3K4bqUdzke8Ix0ELzxo5ir,spotify:track:3K4bqUdzke8Ix0ELzxo5ir,0.683,0.67,0.256,0.0,0.23,-19.137,0.95,87.685,0.674,0,173950
300,Hoofdstuk 17 - Ik,Ik (Onverkort),2019-11-08,17,2UPr3x7CbaOZ7uQEATQVcD,spotify:track:2UPr3x7CbaOZ7uQEATQVcD,0.692,0.705,0.251,0.0,0.134,-19.176,0.956,62.512,0.642,0,179206
301,Hoofdstuk 18 - Ik,Ik (Onverkort),2019-11-08,18,7hKqeuXA4muKv1juQYj1Pe,spotify:track:7hKqeuXA4muKv1juQYj1Pe,0.566,0.692,0.278,0.0,0.139,-19.179,0.943,84.967,0.737,0,174674
302,Hoofdstuk 19 - Ik,Ik (Onverkort),2019-11-08,19,4b3Wp31i8FvzdlFMPe4zvx,spotify:track:4b3Wp31i8FvzdlFMPe4zvx,0.652,0.619,0.206,2.34e-06,0.136,-19.154,0.957,80.832,0.558,0,173705
303,Hoofdstuk 20 - Ik,Ik (Onverkort),2019-11-08,20,5P9cmZ80dJOiygFNCbKf6W,spotify:track:5P9cmZ80dJOiygFNCbKf6W,0.591,0.684,0.244,0.0,0.214,-19.265,0.954,80.687,0.689,0,173071
304,Hoofdstuk 21 - Ik,Ik (Onverkort),2019-11-08,21,7sNuoQ1r0n2r45mDtU30ev,spotify:track:7sNuoQ1r0n2r45mDtU30ev,0.627,0.698,0.211,0.0,0.165,-19.333,0.962,77.258,0.604,0,174753
305,Hoofdstuk 22 - Ik,Ik (Onverkort),2019-11-08,22,1hwtE8CVoshp3y3f772FAF,spotify:track:1hwtE8CVoshp3y3f772FAF,0.689,0.711,0.232,4.22e-06,0.219,-19.606,0.943,128.667,0.56,0,175361
306,Hoofdstuk 23 - Ik,Ik (Onverkort),2019-11-08,23,7qIIsVDbHLrZG1pyTiHrDn,spotify:track:7qIIsVDbHLrZG1pyTiHrDn,0.595,0.708,0.261,1.04e-06,0.201,-19.296,0.95,129.977,0.69,0,171226
307,Hoofdstuk 24 - Ik,Ik (Onverkort),2019-11-08,24,63GpnfjH445m2o1m0J4lxo,spotify:track:63GpnfjH445m2o1m0J4lxo,0.631,0.737,0.283,0.0,0.118,-19.138,0.952,96.53,0.49,0,180691
308,Hoofdstuk 25 - Ik,Ik (Onverkort),2019-11-08,25,7vxhlOjFh7RXRgAAKBqeW4,spotify:track:7vxhlOjFh7RXRgAAKBqeW4,0.645,0.703,0.233,0.0,0.3,-18.925,0.953,107.046,0.634,0,172652
309,Hoofdstuk 26 - Ik,Ik (Onverkort),2019-11-08,26,1XjWmNIy9MSkvo37o0YSE4,spotify:track:1XjWmNIy9MSkvo37o0YSE4,0.691,0.64,0.253,0.0,0.161,-18.264,0.954,86.825,0.597,0,183843
310,Hoofdstuk 27 - Ik,Ik (Onverkort),2019-11-08,27,7tlFm1HjqDyHZHUsK9AJdw,spotify:track:7tlFm1HjqDyHZHUsK9AJdw,0.679,0.701,0.273,0.0,0.227,-18.416,0.961,77.137,0.575,0,178491
311,Hoofdstuk 28 - Ik,Ik (Onverkort),2019-11-08,28,1HnbM6kV4Bzi3GmREUJgqA,spotify:track:1HnbM6kV4Bzi3GmREUJgqA,0.687,0.714,0.267,0.0,0.363,-18.709,0.944,117.172,0.67,0,171305
312,Hoofdstuk 29 - Ik,Ik (Onverkort),2019-11-08,29,32UI7JwF9bzUND2XCJYci6,spotify:track:32UI7JwF9bzUND2XCJYci6,0.671,0.716,0.3,0.0,0.142,-18.987,0.938,124.15,0.572,0,180000
313,Hoofdstuk 30 - Ik,Ik (Onverkort),2019-11-08,30,3xF26ym8DzExE1u4rP5rv8,spotify:track:3xF26ym8DzExE1u4rP5rv8,0.709,0.704,0.281,1.24e-06,0.154,-19.307,0.942,132.357,0.648,0,178085
314,Hoofdstuk 31 - Ik,Ik (Onverkort),2019-11-08,31,6oyvWw04mct7SblzA3ohYl,spotify:track:6oyvWw04mct7SblzA3ohYl,0.686,0.722,0.244,0.0,0.169,-18.875,0.949,102.506,0.733,0,171463
315,Hoofdstuk 32 - Ik,Ik (Onverkort),2019-11-08,32,1i3V5vWap7NBmIrOplnyuL,spotify:track:1i3V5vWap7NBmIrOplnyuL,0.779,0.675,0.262,1.21e-06,0.117,-18.967,0.955,81.201,0.633,0,176140
316,Hoofdstuk 33 - Ik,Ik (Onverkort),2019-11-08,33,5V65B4hYh96AjTPGFonlVe,spotify:track:5V65B4hYh96AjTPGFonlVe,0.69,0.747,0.242,1.87e-06,0.195,-18.716,0.958,66.861,0.641,0,177246
317,Hoofdstuk 34 - Ik,Ik (Onverkort),2019-11-08,34,1LFDhkDZJhtdZesqkvq8Cl,spotify:track:1LFDhkDZJhtdZesqkvq8Cl,0.673,0.718,0.269,0.0,0.375,-17.653,0.936,120.973,0.662,0,175403
318,Hoofdstuk 35 - Ik,Ik (Onverkort),2019-11-08,35,6nb7DJbmjGcXSJWLORiiPJ,spotify:track:6nb7DJbmjGcXSJWLORiiPJ,0.667,0.712,0.244,0.0,0.151,-17.948,0.943,89.68,0.697,0,172005
319,Hoofdstuk 36 - Ik,Ik (Onverkort),2019-11-08,36,5pLBFuJe1dpOKoGviejLWC,spotify:track:5pLBFuJe1dpOKoGviejLWC,0.592,0.653,0.256,0.0,0.14,-18.988,0.951,85.939,0.726,0,174698
320,Hoofdstuk 37 - Ik,Ik (Onverkort),2019-11-08,37,1P2C1qGJxZqGLwNYgVwsR8,spotify:track:1P2C1qGJxZqGLwNYgVwsR8,0.624,0.627,0.249,0.0,0.131,-18.234,0.951,169.839,0.701,0,172998
321,Hoofdstuk 38 - Ik,Ik (Onverkort),2019-11-08,38,277eDWGYcILDby3hb1yVLO,spotify:track:277eDWGYcILDby3hb1yVLO,0.718,0.758,0.244,0.0,0.216,-18.542,0.953,37.278,0.541,0,174832
322,Hoofdstuk 39 - Ik,Ik (Onverkort),2019-11-08,39,4p19BuR1D2zhDiF40fChb4,spotify:track:4p19BuR1D2zhDiF40fChb4,0.555,0.626,0.237,0.0,0.151,-18.366,0.959,169.332,0.598,0,194410
323,Hoofdstuk 40 - Ik,Ik (Onverkort),2019-11-08,40,6wgEnRdCIppFCQtmBEK6GS,spotify:track:6wgEnRdCIppFCQtmBEK6GS,0.688,0.67,0.26,0.0,0.208,-18.05,0.95,147.498,0.402,0,180331
324,Hoofdstuk 41 - Ik,Ik (Onverkort),2019-11-08,41,5IAZ34dPRfOHdFrez8hg7W,spotify:track:5IAZ34dPRfOHdFrez8hg7W,0.766,0.701,0.33,0.0,0.204,-17.703,0.945,132.45,0.688,0,175124
325,Hoofdstuk 42 - Ik,Ik (Onverkort),2019-11-08,42,6AfySvfsItcP2PJTIoKptL,spotify:track:6AfySvfsItcP2PJTIoKptL,0.807,0.653,0.295,0.0,0.154,-17.973,0.955,91.964,0.611,0,180349
326,Hoofdstuk 43 - Ik,Ik (Onverkort),2019-11-08,43,6Km34cMoXe5xKXxho1BPjK,spotify:track:6Km34cMoXe5xKXxho1BPjK,0.765,0.708,0.267,0.0,0.121,-18.172,0.938,109.806,0.593,0,176031
327,Hoofdstuk 44 - Ik,Ik (Onverkort),2019-11-08,44,1RsqqXAG4QJT7GI05B7Fxk,spotify:track:1RsqqXAG4QJT7GI05B7Fxk,0.835,0.647,0.234,0.0,0.125,-18.91,0.958,76.133,0.619,0,171362
328,Hoofdstuk 45 - Ik,Ik (Onverkort),2019-11-08,45,1kfTpJ96XSI2zMguU79BDv,spotify:track:1kfTpJ96XSI2zMguU79BDv,0.836,0.699,0.266,0.0,0.299,-18.892,0.958,76.091,0.559,0,178654
329,Hoofdstuk 46 - Ik,Ik (Onverkort),2019-11-08,46,5nhdpbO2kfW7hMKfZnpblC,spotify:track:5nhdpbO2kfW7hMKfZnpblC,0.758,0.652,0.26,0.0,0.131,-18.918,0.952,91.889,0.622,0,173269
330,Hoofdstuk 47 - Ik,Ik (Onverkort),2019-11-08,47,0VQuWZGyECxleNUgXT8x9p,spotify:track:0VQuWZGyECxleNUgXT8x9p,0.802,0.758,0.306,3.84e-06,0.163,-18.932,0.951,88.027,0.6,0,176080
331,Hoofdstuk 48 - Ik,Ik (Onverkort),2019-11-08,48,5VbfCt0rS3rxptYParyiQe,spotify:track:5VbfCt0rS3rxptYParyiQe,0.824,0.709,0.298,0.0,0.14,-18.931,0.948,129.106,0.63,0,176127
332,Hoofdstuk 49 - Ik,Ik (Onverkort),2019-11-08,49,7tEyoQeqg6WZSRb3qVidLx,spotify:track:7tEyoQeqg6WZSRb3qVidLx,0.763,0.719,0.26,0.0,0.114,-19.129,0.928,120.392,0.568,0,172176
333,Hoofdstuk 50 - Ik,Ik (Onverkort),2019-11-08,50,7EsslUD6KDbjNYtbmpxqvs,spotify:track:7EsslUD6KDbjNYtbmpxqvs,0.826,0.687,0.249,2.84e-06,0.129,-19.295,0.937,104.502,0.739,0,174496
334,Chapter 1 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,1,3DNGc0PVBYUCwPbCRzRoWN,spotify:track:3DNGc0PVBYUCwPbCRzRoWN,0.758,0.705,0.202,0.0,0.176,-19.616,0.942,106.401,0.623,7,200672
335,Chapter 2 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,2,5GqvfslN3uEddGHblJwnKx,spotify:track:5GqvfslN3uEddGHblJwnKx,0.808,0.732,0.23,0.0,0.136,-20.583,0.953,85.92,0.608,3,205089
336,Chapter 3 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,3,0FcZJFQxHNddQrPApgbcWK,spotify:track:0FcZJFQxHNddQrPApgbcWK,0.781,0.707,0.198,0.0,0.205,-20.748,0.935,106.256,0.696,3,184134
337,Chapter 4 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,4,0XcgzqBHpZPN2PFlbQTqRO,spotify:track:0XcgzqBHpZPN2PFlbQTqRO,0.734,0.622,0.201,0.0,0.317,-21.531,0.947,71.676,0.657,3,175912
338,Chapter 5 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,5,0cPTZ2oJ0tpmGJrJdcZR8w,spotify:track:0cPTZ2oJ0tpmGJrJdcZR8w,0.466,0.722,0.218,0.0,0.141,-23.03,0.946,78.114,0.445,3,175733
339,Chapter 6 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,6,4Vl6R0jP0c0FbXzSyDPWAV,spotify:track:4Vl6R0jP0c0FbXzSyDPWAV,0.485,0.678,0.25,0.0,0.281,-20.558,0.929,91.577,0.499,3,174695
340,Chapter 7 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,7,2lV71iWVLkHRAvMi2FqiHA,spotify:track:2lV71iWVLkHRAvMi2FqiHA,0.506,0.633,0.227,0.0,0.168,-22.259,0.942,85.08,0.536,3,174614
341,Chapter 8 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,8,64tuR6MQaVkmYqs8RoI60l,spotify:track:64tuR6MQaVkmYqs8RoI60l,0.475,0.66,0.251,0.0,0.208,-22.155,0.955,86.17,0.468,2,173940
342,Chapter 9 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,9,6wMcwBrecuWpEbyJF0Zwad,spotify:track:6wMcwBrecuWpEbyJF0Zwad,0.511,0.637,0.203,0.0,0.215,-21.815,0.95,85.024,0.472,2,171235
343,Chapter 10 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,10,6Kw06l3l7xVWBHIkmiJ7Af,spotify:track:6Kw06l3l7xVWBHIkmiJ7Af,0.507,0.702,0.211,0.0,0.0837,-22.516,0.912,108.495,0.57,3,175934
344,Chapter 11 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,11,1s8bXtu8aXjfLZzYL7uVIC,spotify:track:1s8bXtu8aXjfLZzYL7uVIC,0.537,0.716,0.229,0.0,0.304,-21.689,0.887,125.291,0.506,3,172849
345,Chapter 12 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,12,6Jv3OhcVK0dvdoQetEhK9X,spotify:track:6Jv3OhcVK0dvdoQetEhK9X,0.399,0.7,0.184,0.0,0.0701,-22.801,0.923,106.786,0.6,3,187502
346,Chapter 13 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,13,7zdkxFXxNPoCvxxX1J1nYs,spotify:track:7zdkxFXxNPoCvxxX1J1nYs,0.497,0.723,0.229,0.0,0.156,-21.972,0.943,92.069,0.59,2,170698
347,Chapter 14 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,14,7AX0L1b6lIAfjbIh2btlHX,spotify:track:7AX0L1b6lIAfjbIh2btlHX,0.496,0.72,0.218,0.0,0.0745,-20.118,0.929,121.833,0.588,2,188375
348,Chapter 15 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,15,5KtqgXn7lN1AycE9TIRi0s,spotify:track:5KtqgXn7lN1AycE9TIRi0s,0.552,0.715,0.218,0.0,0.077,-19.928,0.935,112.886,0.594,2,188871
349,Chapter 16 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,16,6oheDdcgKY88rrVpueLZr2,spotify:track:6oheDdcgKY88rrVpueLZr2,0.417,0.671,0.241,0.0,0.0638,-21.881,0.936,146.649,0.533,2,205417
350,Chapter 17 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,17,2uCEloN0bNW8YNGsJ9BncB,spotify:track:2uCEloN0bNW8YNGsJ9BncB,0.488,0.706,0.254,0.0,0.112,-21.815,0.935,87.865,0.648,2,174184
351,Chapter 18 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,18,6JbXw64ZoO5omA8e3hllnT,spotify:track:6JbXw64ZoO5omA8e3hllnT,0.498,0.714,0.205,0.0,0.135,-21.162,0.96,74.76,0.482,2,205696
352,Chapter 19 - Me - Elton John Official Autobiography,Me - Elton John Official Autobiography (Unabridged),2019-10-15,19,19MDzNZk1v4KZkRgsL9std,spotify:track:19MDzNZk1v4KZkRgsL9std,0.512,0.635,0.193,0.0,0.143,-23.012,0.957,85.202,0.454,2,191909
