,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
0,Enter Sandman - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,1,3DwQ7AH3xGD9h65ezslm6q,spotify:track:3DwQ7AH3xGD9h65ezslm6q,0.0026,0.569,0.838,0.00836,0.0628,-8.421,0.0302,123.299,0.615,51,331560
1,Sad But True - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,2,5ltXoDLlI0rFZAmOXbAp5T,spotify:track:5ltXoDLlI0rFZAmOXbAp5T,0.000848,0.625,0.876,0.00198,0.0639,-5.998,0.035,89.233,0.46,46,324600
2,Holier Than Thou - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,3,3lkNCZqp4TcoUTLCFG2K8n,spotify:track:3lkNCZqp4TcoUTLCFG2K8n,0.00156,0.458,0.969,0.255,0.0841,-5.923,0.0412,172.096,0.348,42,227573
3,The Unforgiven - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,4,6pAIZfkNBQh4RAiOliPo4t,spotify:track:6pAIZfkNBQh4RAiOliPo4t,0.0179,0.526,0.579,0.00861,0.216,-9.489,0.0257,139.496,0.211,43,387160
4,Wherever I May Roam - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,5,78m5YarfdWeMtlVyMVC2Mm,spotify:track:78m5YarfdWeMtlVyMVC2Mm,0.000617,0.537,0.831,0.000571,0.117,-7.467,0.0364,131.384,0.351,46,404333
5,Don't Tread on Me - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,6,0G2jAIMadIhZSN74fmSV0R,spotify:track:0G2jAIMadIhZSN74fmSV0R,0.00772,0.656,0.881,0.00316,0.194,-6.446,0.0498,108.012,0.685,41,240160
6,Through the Never - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,7,5XdrV8cy2mpuVP0ukTYP38,spotify:track:5XdrV8cy2mpuVP0ukTYP38,0.0113,0.38,0.952,0.272,0.124,-5.954,0.0543,94.302,0.464,39,244533
7,Nothing Else Matters - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,8,6QAsrXPnMSXIbV0yEJHlEX,spotify:track:6QAsrXPnMSXIbV0yEJHlEX,0.0543,0.548,0.395,5.41e-06,0.0791,-9.794,0.0268,142.372,0.182,43,388733
8,Of Wolf and Man - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,9,4IK4lJsJxlvQAVqd36gyRu,spotify:track:4IK4lJsJxlvQAVqd36gyRu,0.00104,0.609,0.794,0.0409,0.0833,-6.864,0.0366,121.765,0.492,39,256573
9,The God That Failed - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,10,5wAS8svvT4d27ZpiPvFA0Z,spotify:track:5wAS8svvT4d27ZpiPvFA0Z,0.000444,0.528,0.818,0.00011,0.172,-6.4,0.0382,83.0,0.462,39,308506
10,My Friend of Misery - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,11,6BB5UdcC2OWExmDKhzpE9P,spotify:track:6BB5UdcC2OWExmDKhzpE9P,0.000225,0.568,0.859,0.00761,0.101,-7.618,0.0358,119.514,0.332,39,409666
11,The Struggle Within - Remastered 2021,Metallica (Remastered Deluxe Box Set),2021-09-10,12,2WbgyLfHBiukZ78V56qsvT,spotify:track:2WbgyLfHBiukZ78V56qsvT,0.0013,0.465,0.946,0.0244,0.24,-6.512,0.0518,98.786,0.501,36,232648
12,"Enter Sandman - Live at Wembley Stadium, London, England / April 20th, 1992",Metallica (Remastered Deluxe Box Set),2021-09-10,1,221S3dSykrb6hCdEvC71oz,spotify:track:221S3dSykrb6hCdEvC71oz,0.000187,0.32,0.931,0.000148,0.737,-8.883,0.103,132.763,0.16,35,418677
13,"Sad But True - Live at Wembley Stadium, London, England / April 20th, 1992",Metallica (Remastered Deluxe Box Set),2021-09-10,2,4vp08OHkFBNf3e8Quh9w4Y,spotify:track:4vp08OHkFBNf3e8Quh9w4Y,2.73e-05,0.405,0.828,0.00349,0.766,-8.334,0.0406,92.639,0.315,33,334362
14,"Nothing Else Matters - Live at Wembley Stadium, London, England / April 20th, 1992",Metallica (Remastered Deluxe Box Set),2021-09-10,3,6aVQ8H3O8rjQrDGlO5epWc,spotify:track:6aVQ8H3O8rjQrDGlO5epWc,0.00158,0.305,0.569,0.000492,0.995,-8.827,0.0278,141.434,0.113,33,383747
15,"The Ecstasy of Gold - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,1,2wrVYKAzETnJ7TbJPaZzD2,spotify:track:2wrVYKAzETnJ7TbJPaZzD2,0.0227,0.199,0.623,0.517,0.903,-13.832,0.078,98.018,0.103,31,113509
16,"Enter Sandman - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,2,0NeVu54s5HRIItVXwhMdke,spotify:track:0NeVu54s5HRIItVXwhMdke,1.55e-05,0.368,0.944,0.0159,0.601,-7.283,0.0743,130.163,0.235,36,321413
17,"Creeping Death - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,3,6yMHIyF2Hnoct27sewYnwd,spotify:track:6yMHIyF2Hnoct27sewYnwd,3.81e-06,0.246,0.946,0.279,0.769,-7.894,0.0995,105.189,0.211,34,477249
18,"Harvester of Sorrow - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,4,0EFa1CI2PsCKkghK2Cn4pj,spotify:track:0EFa1CI2PsCKkghK2Cn4pj,1.69e-05,0.37,0.952,0.0337,0.503,-7.807,0.0963,91.357,0.124,33,423636
19,"Fade to Black - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,5,34vauVAZOS50cmH9td2JYv,spotify:track:34vauVAZOS50cmH9td2JYv,3.03e-05,0.253,0.864,0.183,0.995,-7.647,0.0778,104.262,0.218,33,464580
20,"Sad But True - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,6,2yHvDfttDN1WKFo62BEBQY,spotify:track:2yHvDfttDN1WKFo62BEBQY,2.76e-05,0.357,0.913,0.00774,0.991,-7.715,0.0758,90.159,0.32,31,360794
21,"Master of Puppets - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,7,5mvIBweLdY22BBD1mwn239,spotify:track:5mvIBweLdY22BBD1mwn239,5.59e-06,0.342,0.952,0.000464,0.64,-8.015,0.0899,101.502,0.27,31,254412
22,"Seek & Destroy - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,8,341803NTbWrPwaeXI0xGEj,spotify:track:341803NTbWrPwaeXI0xGEj,9.05e-06,0.307,0.921,0.0767,0.748,-8.259,0.0919,140.229,0.346,32,477574
23,"For Whom the Bell Tolls - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,9,18t7ie4VHP7g5enIi7Ww5S,spotify:track:18t7ie4VHP7g5enIi7Ww5S,1.71e-05,0.297,0.904,0.0217,0.314,-8.092,0.0606,118.209,0.259,31,348370
24,"One - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,10,2sllZ46NIXhuhNlT8WS9kk,spotify:track:2sllZ46NIXhuhNlT8WS9kk,1.74e-05,0.335,0.891,0.323,0.993,-8.624,0.0613,112.866,0.23,30,494559
25,"Whiplash - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,11,0uSAfMN18BoA46w1QYoYfh,spotify:track:0uSAfMN18BoA46w1QYoYfh,3.5e-05,0.247,0.933,0.123,0.953,-8.33,0.214,86.345,0.143,29,341937
26,"Encore Jam - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,12,6vL720SQYTi75F8JaOxOb3,spotify:track:6vL720SQYTi75F8JaOxOb3,3.51e-05,0.272,0.925,0.752,0.54,-9.245,0.119,80.813,0.183,26,89581
27,"Last Caress - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,13,7BkE8kw7NjXjwKNQKY9uvY,spotify:track:7BkE8kw7NjXjwKNQKY9uvY,3.62e-06,0.339,0.962,3.11e-05,0.846,-7.399,0.0838,102.905,0.387,27,87620
28,"Am I Evil? - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,14,3pWckSqJm9XpHSELvqBlHz,spotify:track:3pWckSqJm9XpHSELvqBlHz,1.76e-05,0.265,0.942,0.031,0.231,-7.652,0.102,143.743,0.262,27,284356
29,"Battery - Live at Tushino Airfield, Moscow, Russia / September 28th, 1991",Metallica (Remastered Deluxe Box Set),2021-09-10,15,6P0Ecol3wlPQeF4Az6q5YN,spotify:track:6P0Ecol3wlPQeF4Az6q5YN,5.93e-05,0.194,0.965,0.062,0.712,-8.487,0.143,98.22,0.0433,27,433528
30,The Unforgiven - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,1,28lZTGs8v8OQxY1DGFeWdh,spotify:track:28lZTGs8v8OQxY1DGFeWdh,0.96,0.511,0.2,0.964,0.102,-17.446,0.0392,144.061,0.508,26,68145
31,Nothing Else Matters - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,2,1SxitWMN8OutBerpeeRZzh,spotify:track:1SxitWMN8OutBerpeeRZzh,0.87,0.417,0.0765,0.386,0.112,-16.301,0.0305,79.354,0.0389,28,294996
32,Sad But True - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,3,1SKV5ye3hgxzh9mvZ5lUtD,spotify:track:1SKV5ye3hgxzh9mvZ5lUtD,0.065,0.412,0.516,0.975,0.332,-14.908,0.0405,104.005,0.463,24,55716
33,Holier Than Thou - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,4,6i9nUOZLBm91mVbCCvp7AZ,spotify:track:6i9nUOZLBm91mVbCCvp7AZ,0.175,0.386,0.641,0.971,0.19,-15.416,0.0539,83.733,0.63,23,107709
34,Don't Tread on Me - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,5,5A0ykds8lgI6KBrsp1Nfge,spotify:track:5A0ykds8lgI6KBrsp1Nfge,0.311,0.212,0.182,0.941,0.393,-15.255,0.0339,160.181,0.375,22,72986
35,The Unforgiven - From James' Riff Tapes II,Metallica (Remastered Deluxe Box Set),2021-09-10,6,3NVdYWeFOWgIyZQ1E9QrL1,spotify:track:3NVdYWeFOWgIyZQ1E9QrL1,0.106,0.216,0.356,0.97,0.311,-12.565,0.0471,113.621,0.0,0,21927
36,The Struggle Within - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,7,4A6xxrfeH2s8CsPb0E77Yh,spotify:track:4A6xxrfeH2s8CsPb0E77Yh,0.627,0.209,0.347,0.943,0.141,-14.853,0.031,77.644,0.273,22,92320
37,The Unforgiven - From James' Riff Tapes III,Metallica (Remastered Deluxe Box Set),2021-09-10,8,1bGaKBAfrHMXqsiifdkaNc,spotify:track:1bGaKBAfrHMXqsiifdkaNc,0.833,0.523,0.31,0.827,0.119,-16.972,0.0508,145.402,0.0943,23,130248
38,The God That Failed - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,9,6cKTruFTfnxJAKIAnIwXUk,spotify:track:6cKTruFTfnxJAKIAnIwXUk,0.984,0.426,0.396,0.978,0.139,-19.027,0.0544,85.728,0.746,25,43017
39,Wherever I May Roam - From James' Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,10,219mQU0MOCOs4gHbmCvycG,spotify:track:219mQU0MOCOs4gHbmCvycG,0.967,0.264,0.112,0.96,0.138,-20.88,0.04,79.842,0.643,0,25082
40,Enter Sandman - From Kirk's Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,11,1FgxKMPXOtCfRcb2rdlDRv,spotify:track:1FgxKMPXOtCfRcb2rdlDRv,0.479,0.271,0.525,0.459,0.105,-17.076,0.0516,122.956,0.352,23,71684
41,Through the Never - From Kirk's Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,12,47b0OIoJttm9JwHtzBzEVj,spotify:track:47b0OIoJttm9JwHtzBzEVj,0.000208,0.424,0.603,0.69,0.327,-17.081,0.0468,102.589,0.528,22,87025
42,Of Wolf and Man - From Kirk's Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,13,3vyMHu6zA4lvt3I5w6TWeH,spotify:track:3vyMHu6zA4lvt3I5w6TWeH,0.000599,0.381,0.571,0.899,0.0452,-16.844,0.0529,142.656,0.663,21,30072
43,Enter Sandman - From Kirk's Riff Tapes II,Metallica (Remastered Deluxe Box Set),2021-09-10,14,0t2H5rVMToWYmVSooY0cA3,spotify:track:0t2H5rVMToWYmVSooY0cA3,9.35e-05,0.438,0.475,0.878,0.0898,-19.156,0.066,131.888,0.236,22,40121
44,My Friend of Misery - From Jason's Riff Tapes,Metallica (Remastered Deluxe Box Set),2021-09-10,15,1oKFnngyD7zWva4ewt95nK,spotify:track:1oKFnngyD7zWva4ewt95nK,0.874,0.75,0.21,0.942,0.111,-19.358,0.0368,109.65,0.499,28,277892
45,"Enter Sandman - July 6th, 1990, Writing in Progress",Metallica (Remastered Deluxe Box Set),2021-09-10,16,18tCQcL2Aj0AdpYqqa2A9S,spotify:track:18tCQcL2Aj0AdpYqqa2A9S,0.00167,0.534,0.932,0.472,0.158,-11.336,0.0453,127.981,0.345,22,94015
46,"Sad But True - July 6th, 1990, Writing in Progress",Metallica (Remastered Deluxe Box Set),2021-09-10,17,0lxowbIMlZ8QYVvrHQFGHJ,spotify:track:0lxowbIMlZ8QYVvrHQFGHJ,1.48e-05,0.404,0.853,0.575,0.317,-11.975,0.043,102.554,0.545,21,120008
47,"The God That Failed - July 6th, 1990, Writing in Progress",Metallica (Remastered Deluxe Box Set),2021-09-10,18,3FwVeOHWi7xAcLIuwbloHC,spotify:track:3FwVeOHWi7xAcLIuwbloHC,3.78e-05,0.431,0.862,0.855,0.368,-12.116,0.064,90.866,0.475,21,76160
48,"Don't Tread on Me - July 6th, 1990, Writing in Progress",Metallica (Remastered Deluxe Box Set),2021-09-10,19,61eoTkwJGTuglX8sWJoyVE,spotify:track:61eoTkwJGTuglX8sWJoyVE,2.03e-05,0.438,0.86,0.918,0.336,-12.696,0.14,110.964,0.695,21,64805
49,"The Struggle Within - July 6th, 1990, Writing in Progress",Metallica (Remastered Deluxe Box Set),2021-09-10,20,3ZZAu3dai7niY40TJW9ubM,spotify:track:3ZZAu3dai7niY40TJW9ubM,2.77e-05,0.281,0.898,0.894,0.0351,-12.435,0.111,192.991,0.627,20,42083
50,Enter Sandman - Remastered 2021,Metallica (Remastered 2021),2021-09-10,1,2T5q7qhJVN4m2hMSIAsOlC,spotify:track:2T5q7qhJVN4m2hMSIAsOlC,0.0026,0.569,0.838,0.00836,0.0628,-8.421,0.0302,123.299,0.615,46,331560
51,Sad But True - Remastered 2021,Metallica (Remastered 2021),2021-09-10,2,6WJFcaTxTP1Z95rLE6lk7s,spotify:track:6WJFcaTxTP1Z95rLE6lk7s,0.000848,0.625,0.876,0.00198,0.0639,-5.998,0.035,89.233,0.46,47,324600
52,Holier Than Thou - Remastered 2021,Metallica (Remastered 2021),2021-09-10,3,6c5Ft6sEfLjVxL2wkgxBtv,spotify:track:6c5Ft6sEfLjVxL2wkgxBtv,0.00156,0.458,0.969,0.255,0.0841,-5.923,0.0412,172.096,0.348,43,227573
53,The Unforgiven - Remastered 2021,Metallica (Remastered 2021),2021-09-10,4,5lqyqPU3JkpCbUbLmTVQPW,spotify:track:5lqyqPU3JkpCbUbLmTVQPW,0.0179,0.526,0.579,0.00861,0.216,-9.489,0.0257,139.496,0.211,44,387160
54,Wherever I May Roam - Remastered 2021,Metallica (Remastered 2021),2021-09-10,5,3quYoE7KgIIaqVXPd7MpX0,spotify:track:3quYoE7KgIIaqVXPd7MpX0,0.000617,0.537,0.831,0.000571,0.117,-7.467,0.0364,131.384,0.351,45,404333
55,Don't Tread on Me - Remastered 2021,Metallica (Remastered 2021),2021-09-10,6,3zbLtkeCoU5LutGs8728c6,spotify:track:3zbLtkeCoU5LutGs8728c6,0.00772,0.656,0.881,0.00316,0.194,-6.446,0.0498,108.012,0.685,42,240160
56,Through the Never - Remastered 2021,Metallica (Remastered 2021),2021-09-10,7,5pPYLYTIBVJAz7iZRPufqw,spotify:track:5pPYLYTIBVJAz7iZRPufqw,0.0113,0.38,0.952,0.272,0.124,-5.954,0.0543,94.302,0.464,42,244533
57,Nothing Else Matters - Remastered 2021,Metallica (Remastered 2021),2021-09-10,8,7s1xIVKnVj4hhsO607RC8k,spotify:track:7s1xIVKnVj4hhsO607RC8k,0.0543,0.548,0.395,5.41e-06,0.0791,-9.794,0.0268,142.372,0.182,43,388733
58,Of Wolf and Man - Remastered 2021,Metallica (Remastered 2021),2021-09-10,9,3bxHy4sUXEWjI9kXG1DH5K,spotify:track:3bxHy4sUXEWjI9kXG1DH5K,0.00104,0.609,0.794,0.0409,0.0833,-6.864,0.0366,121.765,0.492,41,256573
59,The God That Failed - Remastered 2021,Metallica (Remastered 2021),2021-09-10,10,6SUS59EDam0USXk05d9ZAH,spotify:track:6SUS59EDam0USXk05d9ZAH,0.000444,0.528,0.818,0.00011,0.172,-6.4,0.0382,83.0,0.462,41,308506
60,My Friend of Misery - Remastered 2021,Metallica (Remastered 2021),2021-09-10,11,1EcFqCwlaXfg5E5uhrrlZy,spotify:track:1EcFqCwlaXfg5E5uhrrlZy,0.000225,0.568,0.859,0.00761,0.101,-7.618,0.0358,119.514,0.332,40,409666
61,The Struggle Within - Remastered 2021,Metallica (Remastered 2021),2021-09-10,12,6lxHGwegGl7E49p2pqVHe2,spotify:track:6lxHGwegGl7E49p2pqVHe2,0.0013,0.465,0.946,0.0244,0.24,-6.512,0.0518,98.786,0.501,38,232648
62,Enter Sandman,The Metallica Blacklist,2021-09-10,1,5zpubzwKoDQupHOCI6kgMf,spotify:track:5zpubzwKoDQupHOCI6kgMf,0.000196,0.542,0.676,0.000402,0.15,-8.03,0.028,131.014,0.129,38,262693
63,Enter Sandman,The Metallica Blacklist,2021-09-10,2,0T5aZOcNhW5DuS1zUAgPHn,spotify:track:0T5aZOcNhW5DuS1zUAgPHn,8.34e-05,0.576,0.782,0.0256,0.107,-5.683,0.0353,126.707,0.489,29,346053
64,Enter Sandman,The Metallica Blacklist,2021-09-10,3,7uclOPUBgZyuowtCNxiopc,spotify:track:7uclOPUBgZyuowtCNxiopc,0.00238,0.519,0.704,0.000129,0.105,-6.726,0.0362,123.026,0.408,42,231106
65,Enter Sandman,The Metallica Blacklist,2021-09-10,4,3u0qaPOnY6pX2jnkVAmsa7,spotify:track:3u0qaPOnY6pX2jnkVAmsa7,0.000982,0.769,0.523,3.7e-05,0.0598,-6.821,0.0429,123.02,0.618,27,293040
66,Enter Sandman,The Metallica Blacklist,2021-09-10,5,6KvgaIlFrZomN1x5xcpYIG,spotify:track:6KvgaIlFrZomN1x5xcpYIG,0.0013,0.519,0.95,0.000118,0.0793,-4.61,0.111,124.691,0.307,27,333880
67,Enter Sandman,The Metallica Blacklist,2021-09-10,6,45B6tOjK8Fg6J6W0rqF7gX,spotify:track:45B6tOjK8Fg6J6W0rqF7gX,0.00109,0.534,0.839,0.0118,0.142,-5.14,0.0492,124.315,0.423,28,334186
68,Sad But True - Live,The Metallica Blacklist,2021-09-10,7,00LZFvikmFgcIY2mHmH1kt,spotify:track:00LZFvikmFgcIY2mHmH1kt,0.708,0.389,0.269,0.0,0.0689,-7.253,0.0292,139.316,0.215,25,230493
69,Sad But True,The Metallica Blacklist,2021-09-10,8,06OMrXDPMVZtdZBdwoWXLL,spotify:track:06OMrXDPMVZtdZBdwoWXLL,0.0107,0.363,0.885,0.0492,0.222,-4.8,0.0654,105.89,0.479,23,270280
70,Sad But True,The Metallica Blacklist,2021-09-10,9,10oDMNrnX9GbslmIVcXmJc,spotify:track:10oDMNrnX9GbslmIVcXmJc,0.00243,0.583,0.818,0.0188,0.335,-5.327,0.141,177.993,0.455,26,271240
71,Sad But True,The Metallica Blacklist,2021-09-10,10,5zq6jKoRbY8mlpRTXiyVdz,spotify:track:5zq6jKoRbY8mlpRTXiyVdz,7.9e-05,0.478,0.876,0.00426,0.074,-4.652,0.0333,89.109,0.625,28,328813
72,Sad But True,The Metallica Blacklist,2021-09-10,11,668wvEQmQFnNikwnGJPjRE,spotify:track:668wvEQmQFnNikwnGJPjRE,0.000716,0.6,0.722,0.000568,0.296,-8.838,0.0489,90.008,0.515,23,252453
73,Sad But True,The Metallica Blacklist,2021-09-10,12,3gdnzRO30TywQiI7oheCxY,spotify:track:3gdnzRO30TywQiI7oheCxY,0.000106,0.478,0.845,0.0067,0.267,-5.197,0.0356,92.186,0.429,20,322706
74,Sad But True,The Metallica Blacklist,2021-09-10,13,17JnbFyzZODGYhgLjq78XO,spotify:track:17JnbFyzZODGYhgLjq78XO,4.96e-05,0.475,0.929,0.198,0.0695,-4.456,0.0358,98.019,0.664,19,243386
75,Holier Than Thou,The Metallica Blacklist,2021-09-10,1,1JQjz56q2faoSUGLdExgzq,spotify:track:1JQjz56q2faoSUGLdExgzq,0.00389,0.475,0.74,0.000192,0.154,-8.514,0.0391,144.062,0.0453,22,309786
76,Holier Than Thou,The Metallica Blacklist,2021-09-10,2,6wid8EWtuWMPZnjdBnzJrA,spotify:track:6wid8EWtuWMPZnjdBnzJrA,0.00301,0.155,0.986,0.319,0.122,-4.58,0.157,184.053,0.0392,21,145680
77,Holier Than Thou,The Metallica Blacklist,2021-09-10,3,6oTdu7srCDHkfGyRgihuns,spotify:track:6oTdu7srCDHkfGyRgihuns,1.85e-05,0.223,0.994,0.68,0.083,-5.616,0.256,176.396,0.128,18,183973
78,Holier Than Thou,The Metallica Blacklist,2021-09-10,4,6dsgASQ8K7QHODyBmEHuzh,spotify:track:6dsgASQ8K7QHODyBmEHuzh,7.52e-05,0.416,0.938,0.0262,0.316,-5.466,0.0395,170.864,0.62,17,235933
79,Holier Than Thou,The Metallica Blacklist,2021-09-10,5,23nRYh3UNRLeQ2h6lPO5mW,spotify:track:23nRYh3UNRLeQ2h6lPO5mW,0.00132,0.475,0.984,0.00749,0.869,-3.754,0.0686,172.001,0.545,39,250600
80,The Unforgiven,The Metallica Blacklist,2021-09-10,6,4i6Iocj734X3bKayOKJsxp,spotify:track:4i6Iocj734X3bKayOKJsxp,0.057,0.575,0.622,0.138,0.134,-9.204,0.0305,143.961,0.187,28,353560
81,The Unforgiven,The Metallica Blacklist,2021-09-10,7,1oLLKjYZgF7cfeTiZWwPFy,spotify:track:1oLLKjYZgF7cfeTiZWwPFy,0.144,0.594,0.527,0.0,0.134,-9.141,0.0361,139.998,0.451,22,260773
82,The Unforgiven,The Metallica Blacklist,2021-09-10,8,5vG9JURCIPljCqvhotPVSu,spotify:track:5vG9JURCIPljCqvhotPVSu,0.00361,0.285,0.81,0.117,0.217,-5.832,0.056,138.815,0.256,18,287320
83,The Unforgiven,The Metallica Blacklist,2021-09-10,9,5H66LqpH5ZfMrr7dG6sFd6,spotify:track:5H66LqpH5ZfMrr7dG6sFd6,0.00866,0.552,0.888,0.000177,0.196,-6.554,0.0739,97.889,0.373,21,276733
84,The Unforgiven,The Metallica Blacklist,2021-09-10,10,4qumSs2b8VjTn2f0daJ5QS,spotify:track:4qumSs2b8VjTn2f0daJ5QS,0.507,0.544,0.484,0.0,0.101,-7.124,0.0353,148.235,0.242,28,245866
85,The Unforgiven,The Metallica Blacklist,2021-09-10,11,3RbzkBsOklYdAzt1IoMkQR,spotify:track:3RbzkBsOklYdAzt1IoMkQR,0.353,0.555,0.629,1.07e-06,0.088,-7.1,0.033,129.954,0.261,26,240906
86,The Unforgiven,The Metallica Blacklist,2021-09-10,12,43LkZMPBfcVWB6bC2dM2Vx,spotify:track:43LkZMPBfcVWB6bC2dM2Vx,0.814,0.333,0.273,0.00553,0.115,-15.609,0.0655,85.98,0.109,20,333493
87,Wherever I May Roam,The Metallica Blacklist,2021-09-10,1,443Z4n4x6rnZYbtZejeqIx,spotify:track:443Z4n4x6rnZYbtZejeqIx,0.00217,0.685,0.731,0.0,0.372,-6.121,0.033,128.968,0.171,33,158573
88,Wherever I May Roam,The Metallica Blacklist,2021-09-10,2,3R3fCWT1Qit9J5COQ9TI4A,spotify:track:3R3fCWT1Qit9J5COQ9TI4A,0.227,0.629,0.743,2.38e-05,0.0688,-6.654,0.385,140.023,0.369,23,186560
89,Wherever I May Roam,The Metallica Blacklist,2021-09-10,3,27XZwYC8MRJMvTiKU2Vqp3,spotify:track:27XZwYC8MRJMvTiKU2Vqp3,0.0147,0.702,0.946,0.0137,0.0985,-7.496,0.0613,131.995,0.519,22,236800
90,Wherever I May Roam,The Metallica Blacklist,2021-09-10,4,0qD3TNV9C3brLgGXB7aOz6,spotify:track:0qD3TNV9C3brLgGXB7aOz6,0.00151,0.434,0.903,0.0112,0.392,-3.435,0.0638,133.912,0.227,20,404880
91,Don’t Tread On Else Matters,The Metallica Blacklist,2021-09-10,5,53B7x9TwviiE5D7IEJpFWr,spotify:track:53B7x9TwviiE5D7IEJpFWr,0.00982,0.577,0.603,0.171,0.0916,-5.819,0.145,107.914,0.487,21,354440
92,Don’t Tread On Me,The Metallica Blacklist,2021-09-10,6,5R5K0y8niBaAgLKRFEnLhM,spotify:track:5R5K0y8niBaAgLKRFEnLhM,0.0033,0.356,0.867,0.0344,0.287,-6.2,0.145,105.936,0.122,18,254453
93,Don’t Tread On Me,The Metallica Blacklist,2021-09-10,7,4JswF0GitHRhlAysHULXDR,spotify:track:4JswF0GitHRhlAysHULXDR,2.89e-05,0.563,0.932,0.00177,0.184,-6.237,0.0484,125.039,0.557,28,218640
94,Through The Never,The Metallica Blacklist,2021-09-10,8,2HqmAlmt3BdHl4FSN12h3V,spotify:track:2HqmAlmt3BdHl4FSN12h3V,0.000774,0.475,0.905,0.271,0.0926,-7.231,0.0833,94.163,0.355,24,246773
95,Through The Never,The Metallica Blacklist,2021-09-10,9,11Vs9emxkLvmEa0fzYbkWo,spotify:track:11Vs9emxkLvmEa0fzYbkWo,0.0345,0.444,0.768,0.000114,0.0663,-7.526,0.11,85.101,0.735,17,186080
96,Nothing Else Matters,The Metallica Blacklist,2021-09-10,10,2KKWQKwg4skD1j3MExCxjM,spotify:track:2KKWQKwg4skD1j3MExCxjM,0.879,0.302,0.313,0.00579,0.111,-14.266,0.0346,152.25,0.512,28,274506
97,Nothing Else Matters,The Metallica Blacklist,2021-09-10,11,3eQvP4y7aBdy0RJy9yfSwF,spotify:track:3eQvP4y7aBdy0RJy9yfSwF,0.00516,0.452,0.668,1.45e-05,0.112,-5.118,0.0292,142.548,0.142,36,395785
98,Nothing Else Matters,The Metallica Blacklist,2021-09-10,12,3ztM0AafqUjYGK5Ux2kqSD,spotify:track:3ztM0AafqUjYGK5Ux2kqSD,0.929,0.241,0.136,0.285,0.0837,-19.197,0.0345,140.89,0.118,26,309373
99,Nothing Else Matters,The Metallica Blacklist,2021-09-10,13,2LfQf5VSbvDpQc3mTj9cd7,spotify:track:2LfQf5VSbvDpQc3mTj9cd7,0.0325,0.335,0.536,1.98e-05,0.0811,-8.44,0.0451,139.766,0.193,21,270560
